,Name,Epoch,a,e,i,omega,Omega,M,H,G
0,Ceres,58600,2.7691652,0.07600903,10.59407,73.59769,80.30553,77.3720959,3.34,0.12
1,Pallas,58600,2.7724659,0.23033682,34.83623,310.04886,173.08006,59.69913270000001,4.13,0.11
2,Juno,58600,2.6691495,0.25694232,12.98892,248.13863,169.85276000000005,34.9250159,5.33,0.32
3,Vesta,58600,2.3614179,0.08872146,7.141769999999998,150.72853999999995,103.8108,95.8619362,3.2,0.32
4,Astraea,58600,2.5742489,0.19109452,5.36699,358.68761,141.5766,282.3662913,6.85,0.15
5,Hebe,58600,2.42516,0.20300711,14.7379,239.80749,138.6402,86.19792170000002,5.71,0.24
6,Iris,58600,2.3853338,0.23120579,5.52365,145.2651,259.56323,140.4196554,5.51,0.15
7,Flora,58600,2.2017642,0.15649925,5.88695,285.28746,110.88933,194.8828952,6.49,0.28
8,Metis,58600,2.3856365,0.12311427,5.57682,6.41737,68.90858,276.86161880000003,6.28,0.17
9,Hygiea,58600,3.1415392,0.11246066,3.83156,312.3152100000001,283.20217,152.18485080000005,5.43,0.15
10,Parthenope,58600,2.4531094,0.10047226,4.6298900000000005,195.5504,125.54658,278.9306839,6.55,0.15
11,Victoria,58600,2.3343151,0.22017157,8.37307,69.64180999999999,235.41018,133.3358878,7.24,0.22
12,Egeria,58600,2.5759811,0.08512142,16.53612,80.54483,43.22192,187.4885074,6.74,0.15
13,Irene,58600,2.5855673,0.16658231,9.12164,97.859,86.12266,164.9358531,6.3,0.15
14,Eunomia,58600,2.6441003,0.18608436,11.75243,98.49868,292.93434,283.3876977,5.28,0.23
15,Psyche,58600,2.9238137,0.13356846,3.09601,228.8231,150.04565,288.3358775,5.9,0.2
16,Thetis,58600,2.4703541,0.13303161,5.5912,136.20825,125.55295,303.3643694,7.76,0.15
17,Melpomene,58600,2.2966535,0.21767437,10.12873,227.95085,150.38386,267.2543795,6.51,0.25
18,Fortuna,58600,2.4427107,0.15804685,1.57378,182.06501,211.14405,197.3386259,7.13,0.1
19,Massalia,58600,2.4097818,0.14206669,0.70875,256.77329,206.10883,117.6951205,6.5,0.25
20,Lutetia,58600,2.4349581,0.1633561,3.06405,249.91692,80.86581,344.2934825000001,7.35,0.11
21,Kalliope,58600,2.9148491,0.09767688,13.71531,356.08208,66.05277,196.5714347,6.45,0.21
22,Thalia,58600,2.6256834,0.23498392,10.11426,60.63681999999999,66.84680999999999,335.8201844,6.95,0.15
23,Themis,58600,3.1361713,0.12474278,0.75159,106.95717,35.9259,355.2073824,7.08,0.19
24,Phocaea,58600,2.4001606,0.2546139,21.60484,90.26322,214.13061,172.87141430000003,7.83,0.15
25,Proserpina,58600,2.6543309,0.09014486,3.56341,193.44978,45.778,105.7236064,7.4,0.15
26,Euterpe,58600,2.3466644,0.17322583,1.58371,356.4499,94.78792,335.3160515,7.0,0.15
27,Bellona,58600,2.7757659,0.1518626,9.42955,344.10091,144.29617,273.44806780000005,7.09,0.15
28,Amphitrite,58600,2.5541136,0.07269554,6.08252,63.36328,356.34173,284.23531319999995,5.85,0.2
29,Urania,58600,2.3655721,0.12758098,2.09575,87.42625,307.46855,29.0979522,7.57,0.15
30,Euphrosyne,58600,3.1554023,0.22085701,26.30335,61.47038000000001,31.11858,87.1671457,6.74,0.15
31,Pomona,58600,2.5885078,0.08090137,5.52395,339.5358,220.44154,31.9210146,7.56,0.15
32,Polyhymnia,58600,2.8734555,0.33134629,1.85284,338.37184,8.46637,342.0155785,8.55,0.33
33,Circe,58600,2.6873834,0.10594805,5.49602,330.67615,184.3613,126.6869654,8.51,0.15
34,Leukothea,58600,2.9940718,0.22558816,7.93271,213.39673,353.73894,215.250242,8.5,0.15
35,Atalante,58600,2.746824,0.30490605,18.36926,47.79655,358.2100200000001,299.7290253,8.46,0.15
36,Fides,58600,2.6422833,0.17560515,3.07081,62.84351,7.2690800000000015,341.5425385,7.29,0.24
37,Leda,58600,2.7394549,0.15498252,6.97097,169.31243,295.7200200000001,4.9287233,8.32,0.15
38,Laetitia,58600,2.769319,0.11147558,10.36898,209.13247,156.9531,301.549308,6.0,0.15
39,Harmonia,58600,2.2672465,0.04702133,4.2574,269.73162,94.18886,107.524943,7.0,0.15
40,Daphne,58600,2.7604387,0.27541753,15.7921,45.89573,178.08674,134.349199,7.12,0.1
41,Isis,58600,2.4417035,0.22282315,8.514619999999999,237.30544,84.19733000000002,203.4142795,7.53,0.15
42,Ariadne,58600,2.2034751,0.16832186,3.4714,16.271520000000002,264.81021,137.94656730000003,7.93,0.11
43,Nysa,58600,2.4234511,0.14792291,3.70655,343.33268,131.54756,82.7087023,7.03,0.46
44,Eugenia,58600,2.7208826,0.08443837,6.60353,88.16802,147.60842,38.36482279999999,7.46,0.07
45,Hestia,58600,2.5257884,0.17200222,2.34967,177.41717,181.08749,69.9004257,8.36,0.06
46,Aglaja,58600,2.8814294,0.12980726,4.97521,314.6873,3.08138,52.27883,7.84,0.16
47,Doris,58600,3.1100881,0.07244389,6.54742,253.05392,183.55398,69.3747902,6.9,0.15
48,Pales,58600,3.1050456,0.22206703,3.19521,112.29868,285.08582,240.6294363,7.8,0.15
49,Virginia,58600,2.6487938,0.28598553,2.83822,200.08057,173.52873,158.4593636,9.24,0.15
50,Nemausa,58600,2.3658354,0.06755936,9.97718,2.58055,175.97849,96.044918,7.35,0.08
51,Europa,58600,3.0930914,0.11036926,7.47875,343.5585200000001,128.60616000000002,237.2039014,6.31,0.18
52,Kalypso,58600,2.6167736,0.20556756,5.17124,313.27616,143.55386,64.3364517,8.81,0.15
53,Alexandra,58600,2.7103779,0.19733895,11.7983,344.9589200000001,313.25238,18.362157,7.66,0.15
54,Pandora,58600,2.7598348,0.14296871,7.18007,5.3701300000000005,10.38136,1.0443216999999998,7.7,0.15
55,Melete,58600,2.5957449,0.23808277,8.08099,105.03712,192.98494,246.5129768,8.31,0.15
56,Mnemosyne,58600,3.1512092,0.11346682,15.21509,210.76879,199.20065,143.0886612,7.03,0.15
57,Concordia,58600,2.7000758,0.04278237,5.06541,30.80177,161.10754,298.4645060000001,8.86,0.15
58,Elpis,58600,2.7118362,0.11929145,8.641689999999999,211.08239,170.02643,159.1576649,7.93,0.15
59,Echo,58600,2.3922995,0.18455435,3.60035,271.21475,191.55236,208.3858839,8.21,0.27
60,Danae,58600,2.9855583,0.16595872,18.1965,12.42664,333.6550200000001,272.2201347,7.68,0.15
61,Erato,58600,3.135443,0.16773184,2.23352,276.39186,125.15147,239.8747233,8.76,0.15
62,Ausonia,58600,2.3954309,0.12690548,5.7755800000000015,295.94407,337.73331,139.5563555,7.55,0.25
63,Angelina,58600,2.6811248,0.12552943,1.30969,178.80606,309.11748,38.7004512,7.67,0.48
64,Cybele,58600,3.4259529,0.11194294,3.56353,102.63076,155.61631,261.0069807,6.62,0.01
65,Maja,58600,2.6460636,0.17294055,3.0456,43.98521,7.50378,19.0741076,9.36,0.15
66,Asia,58600,2.4213405,0.18542692,6.03023,107.02126,202.44132,278.5327586,8.28,0.15
67,Leto,58600,2.7830201,0.18620296,7.968839999999998,304.49131,44.13311,261.60956580000004,6.78,0.05
68,Hesperia,58600,2.9767225,0.17032735,8.59127,289.1866,184.99698,301.0760304,7.05,0.19
69,Panopaea,58600,2.6159093,0.18042617,11.59492,255.38936,47.69628,70.4462678,8.11,0.14
70,Niobe,58600,2.7565296,0.17332212,23.26242,266.97506,316.00432,264.0528527,7.3,0.4
71,Feronia,58600,2.2660809,0.12048783,5.41602,102.78448,207.96328,6.8632292,8.94,0.15
72,Klytia,58600,2.6647966,0.04292695,2.37006,52.64334,7.019139999999998,156.4350493,9.0,0.15
73,Galatea,58600,2.7830938,0.23643691,4.07096,174.30521000000005,197.19685,274.9099422,8.66,0.15
74,Eurydike,58600,2.6746026,0.30369188,4.99134,339.27684,359.35253,321.8867143,8.96,0.23
75,Freia,58600,3.4126805,0.16582876,2.12174,252.40382,204.30384,284.1182767,7.9,0.15
76,Frigga,58600,2.6681109,0.13229808,2.42296,61.83022,1.14942,283.3728361000001,8.52,0.16
77,Diana,58600,2.6194419,0.20736521,8.70097,152.77251,333.4009200000001,318.2551687,8.09,0.08
78,Eurynome,58600,2.4467123,0.18996141,4.61313,201.18518,206.58308,228.7198457,7.96,0.25
79,Sappho,58600,2.2958645,0.20003248,8.675460000000001,139.65367,218.6962,97.2638819,7.98,0.15
80,Terpsichore,58600,2.8535972,0.2106974,7.802980000000002,51.67738,0.95964,347.1899456000001,8.48,0.15
81,Alkmene,58600,2.7629013,0.22008574,2.82641,111.22023,25.44858,175.6559614,8.4,0.28
82,Beatrix,58600,2.4323204,0.0815214,4.96396,168.50249,27.73796,229.7362746,8.66,0.15
83,Klio,58600,2.3624898,0.23584369,9.31535,15.1548,327.51441,107.3105593,9.32,0.15
84,Io,58600,2.6517654,0.19454577,11.96206,123.03247,203.11354,220.6808454,7.61,0.15
85,Semele,58600,3.1066728,0.21486705,4.82071,308.92932,86.09748,351.8745245,8.54,0.15
86,Sylvia,58600,3.4825662,0.09306323,10.87711,263.55797,73.04534,92.8171062,6.94,0.15
87,Thisbe,58600,2.7691741,0.16164292,5.21393,36.23247,276.46105,49.1286436,7.04,0.14
88,Julia,58600,2.5500122,0.18474805,16.1296,45.38137,311.54938,137.4519054,6.6,0.15
89,Antiope,58600,3.1498749,0.16607652,2.20691,244.8752,69.97001999999999,145.17311569999995,8.27,0.15
90,Aegina,58600,2.592224,0.10567812,2.10317,73.45951,10.58637,167.5573414,8.84,0.15
91,Undina,58600,3.1857364,0.10453331,9.932,239.13273,101.57889,179.6851601,6.61,0.15
92,Minerva,58600,2.7561185,0.13908185,8.55692,274.81121,4.0498,117.1348311,8.0,0.15
93,Aurora,58600,3.1565385,0.09394478,7.97076,60.46841,2.57473,308.863628,7.57,0.15
94,Arethusa,58600,3.0653268,0.15258724,12.99537,153.92828,243.02658,74.0727485,8.0,0.15
95,Aegle,58600,3.0508895,0.14059657,15.97317,208.7461,321.4970600000001,104.1265647,7.67,0.15
96,Klotho,58600,2.6684904,0.25713726,11.7776,268.70456,159.62428,310.9934069,7.63,0.15
97,Ianthe,58600,2.6877604,0.18675437,15.57152,158.72545,353.92071,125.61905159999998,8.84,0.15
98,Dike,58600,2.6657042,0.19500323,13.847270000000002,195.60878,41.5231,244.4234028,9.43,0.15
99,Hekate,58600,3.0872833,0.16920416,6.43173,184.57878,127.19138999999998,246.4283277,7.67,0.15
100,Helena,58600,2.5838009,0.14023307,10.19447,348.35288,343.38972,113.2828414,8.33,0.35
101,Miriam,58600,2.6623438,0.25203254,5.17679,147.05691000000004,210.85776,251.22891600000003,9.26,0.15
102,Hera,58600,2.7016567,0.07919873,5.4183900000000005,188.47901,136.0836,355.1128457,7.66,0.15
103,Klymene,58600,3.1450163,0.16057220000000005,2.7900400000000003,31.83568,41.67434,278.33084360000004,8.27,0.15
104,Artemis,58600,2.3739174,0.1773785,21.44016,57.03037,188.25735,166.4501928,8.57,0.1
105,Dione,58600,3.1862635,0.16216615,4.59218,330.15419,62.15756999999999,224.9628076,7.41,0.15
106,Camilla,58600,3.4915385,0.0653769,9.99989,306.59436,172.59681,326.49647410000006,7.08,0.08
107,Hecuba,58600,3.2365763,0.05547509,4.22048,205.56503,349.9860700000001,334.8633273,8.09,0.15
108,Felicitas,58600,2.6960737,0.29888889,7.84254,57.45138000000001,2.80071,251.9754528,8.75,0.04
109,Lydia,58600,2.7314413,0.08145157,5.96495,283.11611,56.8656,206.963403,7.8,0.2
110,Ate,58600,2.5932144,0.10270688,4.93157,166.39739,305.73854,66.5919832,8.02,0.15
111,Iphigenia,58600,2.4339811,0.12770098,2.59905,17.30026,323.41442,68.9429477,9.84,0.15
112,Amalthea,58600,2.3756619,0.08692281,5.04297,78.70826,123.45163,136.0146051,8.74,0.35
113,Kassandra,58600,2.6785688,0.13536129,4.93577,352.54167,164.20328,61.6064385,8.26,0.15
114,Thyra,58600,2.3795825,0.19310263,11.59296,97.14191,308.79565,16.7434544,7.51,0.12
115,Sirona,58600,2.7662886,0.14206016,3.5644,94.53183,63.71031,222.22567450000003,7.82,0.15
116,Lomia,58600,2.9903155,0.02762771,14.90248,51.19682,348.77548,149.2698567,7.95,0.15
117,Peitho,58600,2.4367549,0.16456189,7.746,33.40103,47.6828,310.1762546,9.14,0.15
118,Althaea,58600,2.5812582,0.08045542,5.78618,171.34655,203.65404,351.024455,8.42,0.15
119,Lachesis,58600,3.1195128,0.05222762,6.961639999999999,233.63471,341.17398,234.317892,7.75,0.15
120,Hermione,58600,3.451839,0.13187732,7.59763,297.95148,73.12248000000002,218.8872437,7.31,0.15
121,Gerda,58600,3.2247192,0.03170016,1.64027,321.71469,178.12936000000005,333.6578728,7.87,0.15
122,Brunhild,58600,2.6948976,0.12048981,6.41386,125.77646,307.7306,319.86285739999994,8.9,0.15
123,Alkeste,58600,2.6307765,0.07549288,2.95708,61.88221,187.98362,214.3173349,8.11,0.19
124,Liberatrix,58600,2.744362,0.07777619,4.66338,109.78576,168.99226000000004,164.32776940000005,9.04,0.33
125,Velleda,58600,2.4384052,0.10651611,2.92468,328.19145,23.3092,201.2197027,9.27,0.15
126,Johanna,58600,2.7554498,0.06689321,8.244860000000001,93.72357,31.15551,284.2293117,8.6,0.15
127,Nemesis,58600,2.7498852,0.1274066,6.24545,303.74282,76.2421,72.00114509999999,7.49,0.15
128,Antigone,58600,2.8685884,0.21203473,12.26563,111.24259,135.67828,299.92392830000006,7.07,0.33
129,Elektra,58600,3.1251849,0.20877058,22.77952,237.45248,145.01576,305.903881,7.12,0.15
130,Vala,58600,2.4321072,0.06752329,4.96135,160.44783,65.66035,189.3446669,10.03,0.15
131,Aethra,58600,2.6081154,0.38971055,24.99469,255.19935,258.39261,272.4212937,9.38,0.15
132,Cyrene,58600,3.0638792,0.13549225,7.21306,290.0113100000001,319.01995,139.6913479,7.98,0.13
133,Sophrosyne,58600,2.5627515,0.11656938,11.60093,84.52009,345.97743,110.2673578,8.76,0.28
134,Hertha,58600,2.4283962,0.20699139,2.3038,340.1122299999999,343.57948,338.1262078000001,8.23,0.15
135,Austria,58600,2.2863394,0.08521459,9.57922,132.88487,186.45493,216.9039411,9.69,0.15
136,Meliboea,58600,3.1233519,0.21179003,13.431120000000002,107.25385,202.2212,39.245788,8.05,0.15
137,Tolosa,58600,2.4482937,0.16284836,3.20378,260.73079,54.75675,245.5979682,8.75,0.15
138,Juewa,58600,2.7821931,0.17481246,10.90888,165.60027,1.82993,272.7234871,7.78,0.15
139,Siwa,58600,2.7339483,0.21407096,3.18542,196.72987,107.17993,58.6623458,8.34,0.15
140,Lumen,58600,2.6642832,0.21485023,11.89775,57.94742,318.49586,159.2050081,8.4,0.15
141,Polana,58600,2.4189006,0.1352155,2.23912,292.01486,291.22016,42.9603804,10.27,0.15
142,Adria,58600,2.7603572,0.07440609,11.44457,252.3961,332.98384,81.0820662,9.12,0.15
143,Vibilia,58600,2.6550496,0.23450406,4.81438,294.61367,76.19646999999998,7.3651119,7.91,0.17
144,Adeona,58600,2.6745206,0.14416551,12.63562,44.36213,77.41043,98.8585497,8.13,0.15
145,Lucina,58600,2.718079,0.06726758,13.10113,146.00374,83.94559,58.9777525,8.2,0.11
146,Protogeneia,58600,3.1413199,0.02552292,1.93384,98.2746,248.29504,272.7139876,8.7,0.15
147,Gallia,58600,2.7715091,0.187051,25.28888,252.75948,145.00737,4.0822416,7.63,0.15
148,Medusa,58600,2.1752049,0.06477638,0.93938,250.94385,159.60917,227.6273472,10.79,0.15
149,Nuwa,58600,2.9832009,0.1231663,2.20128,153.38727,206.14522,327.32778019999995,8.23,0.15
150,Abundantia,58600,2.591516,0.03327258,6.434819999999998,131.83966,38.86608,17.1492116,9.2,0.15
151,Atala,58600,3.1371076,0.08077999999999999,12.12481,59.37311999999999,39.89781,230.0279353,8.33,0.15
152,Hilda,58600,3.9796173,0.14023508,7.826110000000001,38.88492,228.14659,175.5098943,7.48,0.15
153,Bertha,58600,3.1963211,0.07700936,20.97197,160.28124,36.73369,296.84308839999994,7.58,0.15
154,Scylla,58600,2.7559928,0.27713846,11.38753,45.85991,40.9949,89.093192,11.39,0.15
155,Xanthippe,58600,2.727098,0.22721174,9.78185,338.29026,241.82876,121.7967203,8.64,0.15
156,Dejanira,58600,2.5806896,0.19677564,12.16235,46.46539,62.0529,189.4451746,11.2,0.15
157,Koronis,58600,2.8709493,0.05157968,1.0051,145.26428,277.69907,215.3001353,9.27,0.15
158,Aemilia,58600,3.1026886,0.10701812,6.1308099999999985,333.25626,134.11443,34.401731899999994,8.12,0.15
159,Una,58600,2.7277336,0.06697517,3.82388,52.362,8.599969999999999,3.8202808,9.08,0.15
160,Athor,58600,2.3790416,0.13773811,9.05961,294.88691,18.60153,257.4836341,9.15,0.13
161,Laurentia,58600,3.0167718,0.18076858,6.0912,116.03826,35.48889000000001,128.1571213,8.83,0.15
162,Erigone,58600,2.3673362,0.19140992,4.81414,298.65149,160.0618,190.2012561,9.47,-0.04
163,Eva,58600,2.632269,0.34643746,24.47402,284.0579,76.81966,90.2222425,8.89,0.15
164,Loreley,58600,3.1261959,0.08555341,11.22601,346.67243,302.4972,305.0287795,7.65,0.15
165,Rhodope,58600,2.6846701,0.21181946,12.02935,264.40421000000003,128.91271,99.1399056,9.89,0.15
166,Urda,58600,2.8524007,0.0373544,2.21266,132.85623,166.21405,242.2601391,9.2,0.15
167,Sibylla,58600,3.3723118,0.07363511,4.67018,175.32468,205.9602,329.08198280000005,7.94,0.15
168,Zelia,58600,2.3580094,0.13088884,5.49947,335.02609,354.75179,161.6692077,9.56,0.15
169,Maria,58600,2.5537865,0.06362076,14.37738,158.48873,301.29735,330.3846401,9.39,0.15
170,Ophelia,58600,3.1289189,0.13230674,2.54676,56.12841,100.47745,189.8945078,8.31,0.15
171,Baucis,58600,2.3800182,0.11406502,10.01859,359.6794,331.9242700000001,83.4434934,8.79,0.15
172,Ino,58600,2.743253,0.20869876,14.19555,228.87376,148.17422,34.0702053,7.66,0.01
173,Phaedra,58600,2.8622846,0.14118078,12.12087,289.38189,327.66847,174.015552,8.48,0.15
174,Andromache,58600,3.1827692,0.23306463,3.21874,320.23041,21.33737,209.4154935,8.31,0.15
175,Iduna,58600,3.1810495,0.17059692,22.67339,188.5534,200.4973,338.3683124,8.2,0.15
176,Irma,58600,2.7743649,0.23423696,1.38117,38.95709,347.1038200000001,255.2778927,9.49,0.15
177,Belisana,58600,2.4608853,0.04327074,1.89384,211.67645,51.10414,16.0058456,9.4,0.15
178,Klytaemnestra,58600,2.9761109,0.11145798,7.820760000000001,103.3074,251.88294,271.62320980000004,8.15,0.15
179,Garumna,58600,2.7222645,0.16672811,0.86734,176.20699,311.8693600000001,161.09726619999995,10.31,0.15
180,Eucharis,58600,3.1255674,0.20625313,18.88804,318.88899,143.02119,210.5522558,7.84,0.15
181,Elsa,58600,2.4156492,0.18626933,2.0054,310.85206,107.18451,282.0850273,9.12,0.15
182,Istria,58600,2.7909819,0.35049562,26.387970000000006,264.11962,141.94015,146.20746169999995,9.68,0.15
183,Dejopeja,58600,3.1880018,0.06632125,1.14302,210.23186,331.56473,291.7998707,8.31,0.15
184,Eunike,58600,2.7375066,0.12905396,23.23753,223.75798,153.82918,185.3277515,7.62,0.15
185,Celuta,58600,2.3614426,0.15015535,13.18512,315.62396,14.75869,186.7884798,8.91,0.15
186,Lamberta,58600,2.7268941,0.24156695,10.58579,196.82897,21.69053,76.3474439,8.16,0.15
187,Menippe,58600,2.7611071,0.17908965,11.70477,70.14055,240.89815,201.4291303,9.22,0.15
188,Phthia,58600,2.4514276,0.03637043,5.176069999999998,167.2212,203.41492,234.7349076,9.33,0.15
189,Ismene,58600,3.9855055,0.16642257,6.1774,271.21881,175.45599,259.1652687,7.59,0.15
190,Kolga,58600,2.8937627,0.09083408,11.50794,226.6029,159.30005,166.8526992,9.07,0.15
191,Nausikaa,58600,2.4031005,0.24504212,6.79799,30.67497,343.10854,358.1932457,7.13,0.03
192,Ambrosia,58600,2.6030867,0.29651895,11.98026,82.11879,349.64402,205.5823326,9.68,0.15
193,Prokne,58600,2.6153948,0.23832342,18.50865,163.07715,159.30291,275.54740860000004,7.68,0.15
194,Eurykleia,58600,2.8778537,0.04362855,6.96988,118.59963,6.986839999999999,316.0449639,9.01,0.15
195,Philomela,58600,3.1133365,0.0159065,7.26302,199.75154,72.32194,91.819457,6.54,0.15
196,Arete,58600,2.7377228,0.16443266,8.79544,246.26472,81.60526999999998,238.0929222,9.18,0.15
197,Ampella,58600,2.4591684,0.2269016,9.32112,89.14962,268.26009,26.1113244,8.33,0.15
198,Byblis,58600,3.165696,0.18031744,15.48102,180.28505,88.58145999999998,261.3481711,8.5,0.15
199,Dynamene,58600,2.7402296,0.13189259,6.892689999999999,86.1894,324.3129600000001,227.0076759,8.26,0.15
200,Penelope,58600,2.6798214,0.17975429,5.75421,180.60839,156.94582,304.5168589,8.43,0.24
201,Chryseis,58600,3.0683915,0.10394441,8.85096,0.43225,136.7304,195.2555299,7.42,0.15
202,Pompeja,58600,2.7369662,0.05844044,3.17197,59.6086,347.72967,262.6979308,8.76,0.15
203,Kallisto,58600,2.6705657,0.17431828,8.28743,55.19695,205.11263,96.6023077,8.89,0.15
204,Martha,58600,2.7777093,0.03616131,10.69506,176.73117,211.7903,51.89042070000001,9.23,0.15
205,Hersilia,58600,2.7411639,0.038191,3.7787,302.54654,145.04973,203.28820890000003,8.68,0.15
206,Hedda,58600,2.2836149,0.02894852,3.80329,194.04986,29.20564,319.4262075000001,9.92,0.15
207,Lacrimosa,58600,2.892141,0.01227707,1.74538,107.93113999999998,4.2401,50.483715,8.96,0.15
208,Dido,58600,3.1474563,0.05637636,7.170139999999999,249.21258,0.66875,127.46282990000002,8.24,0.15
209,Isabella,58600,2.7220626,0.12363482,5.2598400000000005,14.91174,32.58103,12.9947708,9.33,0.15
210,Isolda,58600,3.0408487,0.16073128,3.88632,173.37448,263.62816000000004,86.06494709999998,7.89,0.12
211,Medea,58600,3.1240405,0.10233869,4.2647900000000005,102.92833,313.05916,205.3185289,8.28,0.15
212,Lilaea,58600,2.7525127,0.14479599,6.80118,162.08875,122.03491,55.5512154,8.64,0.15
213,Aschera,58600,2.6107877,0.03109385,3.43596,131.23263,341.98023,40.9760742,9.2,0.51
214,Oenone,58600,2.7673108,0.03437353,1.68182,315.66963,24.93337,305.33357830000006,9.4,0.15
215,Kleopatra,58600,2.7937726,0.2509091,13.11299,180.05662,215.35502,70.696281,7.3,0.29
216,Eudora,58600,2.8671102,0.31008136,10.51877,155.28054,162.57254,192.2406915,9.9,0.15
217,Bianca,58600,2.667499,0.11767521,15.19587,62.84495,170.59142,36.5938273,8.6,0.32
218,Thusnelda,58600,2.3538502,0.22331977,10.86276,142.75193000000004,200.81498,150.9151534,9.32,0.15
219,Stephania,58600,2.3486943,0.25709831,7.59457,78.5976,257.88471,43.3041482,11.2,0.15
220,Eos,58600,3.0109674,0.10427819,10.87905,192.99505,141.8202,255.9147772,7.67,0.13
221,Lucia,58600,3.1432808,0.1312439,2.14928,181.27874,80.13899,165.86688130000005,9.13,0.15
222,Rosa,58600,3.1011197,0.11581175,1.93134,62.99800000000001,47.92364,129.1390277,9.68,0.15
223,Oceana,58600,2.6450537,0.04378234,5.84181,284.85188,352.79763,229.9955722,8.59,0.15
224,Henrietta,58600,3.3935197,0.26410228,20.86012,103.80604,197.10686,317.4837386000001,8.72,0.15
225,Weringia,58600,2.7117761,0.2038638,15.96936,154.16233,134.94987,235.424446,9.9,0.15
226,Philosophia,58600,3.1638418,0.19095457,9.15239,267.2679,326.21037,246.0902523,9.1,0.15
227,Agathe,58600,2.2017907,0.24202718,2.53622,18.98903,313.31141,301.0722466,12.48,0.15
228,Adelinda,58600,3.4206584,0.13916879999999998,2.0784700000000003,310.87611,28.04284,234.3112081,9.13,0.15
229,Athamantis,58600,2.3823031,0.06158373,9.45096,140.12731000000002,239.85332,23.2122274,7.35,0.27
230,Vindobona,58600,2.92383,0.15157774,5.1006300000000016,268.85824,350.50939,209.4890528,9.6,0.15
231,Russia,58600,2.5519999,0.17508697,6.06609,52.03961,152.21277,95.5134468,10.25,0.15
232,Asterope,58600,2.6600104,0.09895645,7.69088,126.0276,221.97324,4.8951248,8.21,0.15
233,Barbara,58600,2.3859369,0.24542781,15.37221,192.17795,144.52569,284.7271465,9.02,0.15
234,Carolina,58600,2.8813537,0.06236384,9.03213,207.79393,66.01172,21.0618693,8.9,0.15
235,Honoria,58600,2.7974641,0.19082620000000006,7.69464,174.6964,185.84918,145.2871262,8.18,-0.02
236,Coelestina,58600,2.7632971,0.07110742,9.74788,199.85952,84.24548,107.2641752,9.24,0.15
237,Hypatia,58600,2.9070109,0.08958052,12.41114,210.74228,183.88179,8.9326707,8.18,0.15
238,Adrastea,58600,2.9670287,0.2351678,6.17422,210.03012,180.62449,66.6162121,10.4,0.15
239,Vanadis,58600,2.6637693,0.20757049,2.1055200000000003,300.99875,115.06913,286.0213045,9.0,0.15
240,Germania,58600,3.0498754,0.10276115,5.50504,80.4766,270.34562,103.1874543,7.58,0.15
241,Kriemhild,58600,2.860764,0.12154338,11.35194,279.43804,206.9097,194.7691184,9.3,0.15
242,Ida,58600,2.8606931,0.04299576,1.13019,114.13603,323.63452,239.2874156,9.94,0.15
243,Sita,58600,2.1743507,0.13694826,2.84525,166.43427,208.97231,353.2937783000001,11.9,0.15
244,Vera,58600,3.0963437,0.19646538,5.17887,331.54125,61.06713000000001,299.1862708,7.82,0.15
245,Asporina,58600,2.6937914,0.10984089,15.6209,96.14465,162.29327,35.8393349,8.62,0.15
246,Eukrate,58600,2.7406439,0.24500973,24.95243,55.38194,0.06059,292.5149115000001,8.04,0.15
247,Lameia,58600,2.4710667,0.06579215,4.06101,10.98411,246.7911,157.78078119999995,10.2,0.15
248,Ilse,58600,2.3767883,0.21794934,9.62035,42.25115,334.71283,132.9798181,11.33,0.15
249,Bettina,58600,3.1427004,0.1350851,12.8205,76.08570999999998,23.82499,234.102816,7.58,0.15
250,Sophia,58600,3.0967207,0.09826582,10.50907,285.91848,156.13914,120.7767202,9.9,0.15
251,Clementina,58600,3.160391,0.06625186,10.03543,158.63173,201.9575,303.4418886,9.7,0.15
252,Mathilde,58600,2.6489751,0.26291015,6.7386300000000015,157.68004,179.555,38.7017403,10.3,0.15
253,Augusta,58600,2.1944358,0.12180924,4.51275,233.33642000000003,28.46451,283.8486086000001,12.13,0.15
254,Oppavia,58600,2.7459841,0.07874791,9.46329,155.72286,13.608620000000002,117.9712044,10.39,0.15
255,Walpurga,58600,3.0005466,0.06606619999999999,13.325,47.09824,182.93346,181.30789,9.9,0.15
256,Silesia,58600,3.1257055,0.11063574,3.6159,29.98761,34.236470000000004,206.6620048,9.47,0.15
257,Tyche,58600,2.6155315,0.2041194,14.3223,155.61406000000005,207.56439,30.1350251,8.5,0.23
258,Aletheia,58600,3.1328893,0.12884415,10.81763,168.10211,86.85015,320.0009392,7.76,0.15
259,Huberta,58600,3.4540918,0.11244341,6.40456,180.06882,165.28194,265.72549100000003,8.97,0.15
260,Prymno,58600,2.3318336,0.08887819,3.63593,65.79299,96.62987,312.6986245,9.44,0.19
261,Valda,58600,2.5526075,0.21316281,7.6847699999999985,25.43726,38.48846,150.2366115,11.67,0.15
262,Dresda,58600,2.8868621,0.07758783,1.32041,162.69501,216.16921,19.2643925,10.2,0.15
263,Libussa,58600,2.7968525,0.13709213,10.4252,340.59953,49.59926,105.8196114,8.42,0.15
264,Anna,58600,2.4197994,0.2673702,25.64333,251.68012,335.54367,346.598818,11.9,0.15
265,Aline,58600,2.807292,0.15392115,13.40305,151.27848,235.86111,261.950969,8.8,0.15
