,Name,Epoch,a,e,i,omega,Omega,M,H,G
28445,Davlantes,58600,2.3126167,0.17198954,3.98623,103.17788,96.4738,128.863847,14.9,0.15
28446,Arjunmathur,58600,2.2723964,0.12241871,4.06364,54.41627,126.20012,195.2628363,15.1,0.15
28448,Ericlau,58600,2.6695263,0.06853741,4.25649,220.533,213.74611,191.6288662,14.6,0.15
28449,Saravolz,58600,2.2374653,0.09532817,4.29305,353.48295,156.95113,247.6820059,15.1,0.15
28450,Tylerhoward,58600,2.3956925,0.17319247,1.71057,15.75205,207.30584,355.4593053000001,15.4,0.15
28451,Natkondamuri,58600,2.3752126,0.19192924,7.35663,272.78297000000003,305.59744,30.9482006,15.1,0.15
28452,Alexcecil,58600,2.6575736,0.05125909,3.18145,18.32631,259.63619,10.4291908,14.8,0.15
28456,Chloeanassis,58600,2.3431204,0.08285108,6.2402,326.86217,283.70492,36.4422594,14.8,0.15
28459,Ariannepapa,58600,2.5867958,0.06801961,4.4552,298.74074,129.95163,271.4018842,14.8,0.15
28464,Janesmyth,58600,2.3856062,0.17842704,1.99617,44.89587,186.14434,28.4483724,14.2,0.15
28466,Maurentejamie,58600,2.2373925,0.12633852,6.9736600000000015,80.24401,49.39023,286.0111807,15.0,0.15
28467,Shichangxu,58600,2.5813244,0.06011117,9.72847,218.74297,26.31332,165.7233537,13.7,0.15
28473,Bustamante,58600,2.2449792,0.11781897,5.77566,120.4131,108.5953,182.2669885,15.5,0.15
28474,Garrett,58600,2.2824428,0.12234556,4.7469800000000015,349.7721,164.51938,200.2110419,15.2,0.15
28478,Varlotta,58600,2.2930141,0.09146588,4.48952,61.87938000000001,157.98278,122.9236405,15.1,0.15
28479,Seojinyoung,58600,2.3676712,0.17957602,1.85705,293.05405,306.11393,22.2251042,15.0,0.15
28480,Shindongju,58600,2.4122507,0.14122971,1.20395,56.78776,171.25121,335.4902059,15.6,0.15
28481,Bauerle,58600,2.7751025,0.17432304,2.07105,54.06507,178.35359,349.8750933,14.9,0.15
28482,Allenyuan,58600,2.2907875,0.15028621,1.08233,104.9168,103.13273,146.02456,15.3,0.15
28483,Aishwarya,58600,2.2106165,0.17418934,4.71623,55.31531,219.81699,186.7552574,15.3,0.15
28484,Dastidar,58600,2.3388991,0.17919271,5.62119,56.87572,188.63053,58.5171655,14.9,0.15
28487,Gautam,58600,2.3031119,0.04751631,9.23754,48.25788,123.55248,176.27444309999996,14.6,0.15
28491,Marik,58600,2.2825972,0.13075802,6.60608,255.67099,20.21099,121.8907495,14.6,0.15
28492,Duncan-Lewis,58600,2.339171,0.0600489,2.95503,0.16992000000000002,192.18565,102.887263,15.9,0.15
28493,Jasmine,58600,2.2135729,0.165831,3.27978,45.18535,276.2305,143.8250633,15.2,0.15
28502,Angelazhang,58600,2.409287,0.19024488,2.31075,276.83177,10.92432,284.8618164,14.8,0.15
28503,Rebeccafaye,58600,2.3654988,0.09707408,6.53533,278.84948,349.25029,351.0851515,15.0,0.15
28504,Sagarrambhia,58600,2.3425192,0.13510969,5.45038,214.01983,353.43064,81.37513929999999,15.3,0.15
28507,Kishore,58600,2.406378,0.1102754,5.62385,223.35256,41.98503,323.2250702,14.8,0.15
28508,Feddersen,58600,2.2645019,0.04527583,2.21182,216.10323,13.949320000000002,162.3476912,15.5,0.15
28510,Marggraff,58600,2.3829057,0.14311116,2.44786,1.5823,163.93531000000004,84.79257679999998,15.3,0.15
28511,Tanyuan,58600,2.6243085,0.14890001,3.62333,189.66274,41.29583,132.7380347,14.7,0.15
28512,Guo,58600,2.4011985,0.21027416,2.72025,146.63627,149.42116,278.8785242,16.2,0.15
28515,Mobius,58600,2.644678,0.0869587,8.53914,200.53227,337.5707700000001,151.0025984,14.6,0.15
28518,Sweetman,58600,2.2905215,0.15017401,5.07094,259.43437,33.29149,82.20202330000002,14.5,0.15
28520,Mattmcintyre,58600,2.3608969,0.08254965,2.02736,338.75883,242.03783,42.0559131,15.9,0.15
28523,Ebright,58600,2.3575322,0.18811616,2.69368,288.22795,358.73399,357.5320992,15.4,0.15
28524,Andrewabboud,58600,2.2310949,0.18610773,3.7441,15.66862,306.53775,118.1771752,15.6,0.15
28526,Kathleenrose,58600,2.3368213,0.15077391,5.4246300000000005,114.63734,179.7872,16.1402449,15.4,0.15
28529,Shiyimeng,58600,2.588687,0.14525534,0.27517,3.3835900000000003,213.55649,177.2713469,15.7,0.15
28530,Nikbogdanov,58600,2.468961,0.17924854,3.41831,134.88653,158.43906,229.9034011,15.1,0.15
28532,Iansohl,58600,2.3478132,0.1628985,1.37749,317.19992,236.92394,97.867691,15.6,0.15
28533,Taylorwilson,58600,2.2645501,0.073023,7.4995,256.80614,352.79919,131.0313952,15.3,0.15
28534,Sungjanet,58600,2.3444668,0.05517571,3.81514,162.15519,62.29028,53.4476569,15.6,0.15
28535,Hunaiwen,58600,2.5708649,0.14652628,4.12096,180.78757,47.35941,173.52956630000003,14.9,0.15
28536,Kirapowell,58600,2.538934,0.06913062,5.79649,207.0975,87.47702,143.1194816,15.1,0.15
28537,Ruisong,58600,2.3547842,0.1387566,6.88098,251.4421,54.83025,341.3519719,15.1,0.15
28541,Cespedes-Nano,58600,2.7948918,0.15159,2.90826,324.21595,324.39214,289.7776268,14.8,0.15
28542,Solis-Gozar,58600,2.374433,0.06806679,6.06765,25.03598,173.05983999999995,61.3889366,15.1,0.15
28546,Johannschroter,58600,2.2372496,0.08486246,6.35406,331.20556,258.63621,201.31786,15.5,0.15
28550,Paulomi,58600,2.3823455,0.16950076,2.70338,210.84242000000003,30.5839,25.1912042,14.9,0.15
28552,Bhupatiraju,58600,2.2069537,0.14640449,1.7290599999999998,336.94914,357.11192,155.09003130000005,15.4,0.15
28553,Adambowman,58600,2.5444424,0.16409403,4.35136,263.06271,25.59949,171.9447606,14.9,0.15
28554,Jenniferchan,58600,2.3727958,0.03348668,1.86731,332.79435,146.23346999999995,147.182964,15.2,0.15
28555,Kevinchen,58600,2.5259445,0.16582825,2.74551,189.7128,146.03127,137.993955,14.3,0.15
28556,Lillianchin,58600,2.4011222,0.09028373,5.9802300000000015,141.03525,18.56058,72.3686963,14.9,0.15
28557,Kathcordwell,58600,2.3787281,0.13240022,1.37999,38.76603,235.32187,0.0944014,14.7,0.15
28558,Anniedai,58600,2.4555125,0.12147717,6.0819800000000015,273.3396,355.82884,278.7135222,14.4,0.15
28562,Dantzler,58600,2.3109927,0.05525407,1.09638,303.92714,213.03315,175.1174744,15.7,0.15
28563,Gunderman,58600,2.3008022,0.18442581,4.76345,145.90528,163.34466,53.04166120000001,14.9,0.15
28567,Jacobjohnson,58600,2.5585067,0.08475978,0.60829,288.1576,268.06063,228.0988674,15.6,0.15
28568,Kallenbach,58600,2.2800618,0.14156406,2.96483,11.80968,3.24967,5.5069804000000016,15.7,0.15
28569,Peterkraft,58600,2.2760498,0.113856,5.9825599999999985,208.03676,13.68125,153.2634485,15.8,0.15
28570,Hannahlarson,58600,2.3030994,0.10943085,7.21645,243.69955,51.44425,47.1296635,15.4,0.15
28571,Salebreton,58600,2.4430344,0.15744592,5.37199,122.90832,118.08354,301.9102838,14.8,0.15
28574,McQuaid,58600,2.2995357,0.19389051,2.73219,155.72054,193.58649,12.6711567,15.8,0.15
28582,Mehrotra,58600,2.5496773,0.19257945,5.82486,155.30665,66.28607,224.5548119,15.1,0.15
28586,Mundkur,58600,2.3479801,0.06729508,6.72501,78.99229,12.49164,205.2109448,14.7,0.15
28591,O'Leary,58600,2.5166473,0.15023715,2.28673,326.84701,348.43887,157.7347132,14.7,0.15
28597,Apadmanabha,58600,2.3950157,0.07261095,5.9881400000000005,110.50407,152.20139,357.135755,15.3,0.15
28598,Terenzoni,58600,2.5565465,0.13825268,14.47558,128.47184,135.70388,182.92312980000003,14.3,0.15
28599,Georgelucas,58600,2.348452,0.13088034,7.5052699999999986,314.77131,3.17025,338.0405809,14.9,0.15
28600,Benton,58600,2.2266535,0.14233171,2.71555,67.69894000000001,215.79886,190.5752917,15.3,0.15
28601,Westfall,58600,2.6345213,0.04500943,2.9565900000000003,322.36797,340.74008,59.12832879999999,14.9,0.15
28602,Jenkins,58600,2.5204616,0.10286912,2.54091,173.15386999999996,358.04082,296.7761852,14.5,0.15
28606,Jiayipeng,58600,2.2421431,0.13235005,4.4976400000000005,349.73311,266.32774,189.5247318,14.3,0.15
28610,Liliapopova,58600,2.2350248,0.18083573,4.91672,179.50128999999995,57.60489000000001,203.90011830000003,15.2,0.15
28613,Vejvoda,58600,2.2085995,0.16388821,3.04866,163.75625,152.81777,190.7348736,14.5,0.15
28617,Scibelli,58600,2.2878145,0.09689092,7.676710000000001,122.52394,123.42123,130.7983703,15.1,0.15
28624,Selvakumar,58600,2.3369634,0.05741134,4.01504,198.85175,131.79295,344.2542102,15.0,0.15
28625,Meghanshea,58600,2.4863325,0.1178346,5.366230000000002,125.77436000000002,41.01464,328.2797055000001,15.0,0.15
28627,Kensenshi,58600,3.1004666,0.14487594,5.11441,127.93477,150.90437,108.4744263,14.5,0.15
28628,Solimano,58600,2.6807013,0.18628395,2.8883400000000004,208.49947,76.70612,50.192904,15.2,0.15
28629,Mayuri,58600,2.2118723,0.08323546,4.1024,346.43342,128.8814,354.34010980000005,15.8,0.15
28630,Jacktakahashi,58600,3.0880465,0.12731202,2.42535,180.62004,109.74969,107.3180827,14.5,0.15
28631,Christraver,58600,2.5659045,0.11676839,3.90481,169.23408999999995,70.96616999999998,193.9534866,14.9,0.15
28632,Ratripathi,58600,2.2739227,0.1922619,5.556769999999998,322.0956700000001,74.44381,349.1067097,15.1,0.15
28635,Vasudevan,58600,2.3598275,0.10668022,5.89575,297.12393,99.71805,243.2613962,15.3,0.15
28637,Joywang,58600,2.6612059,0.14302305,1.17843,277.26751,300.77329,125.9468312,14.7,0.15
28639,Cathywong,58600,2.9304546,0.10480863,8.382,253.0164,260.89781,331.7480803,13.9,0.15
28641,Zbarsky,58600,2.3552807,0.12324106,5.21261,195.92995,302.3385,156.7692935,14.7,0.15
28642,Kellyzhang,58600,2.294346,0.11011921,4.09676,168.57971,8.92419,201.3927362,14.9,0.15
28643,Michaelzhang,58600,2.2317681,0.12799969,5.385280000000002,226.96279,118.47447,110.69305359999998,15.5,0.15
28651,Andybramante,58600,2.2518895,0.15424648,1.96935,136.13331000000002,269.18384,4.6411932999999985,16.1,0.15
28652,Charliebrucker,58600,2.6479619,0.03293928,3.09155,72.45409000000002,194.9309,78.58189329999998,15.7,0.15
28653,Davidcaine,58600,2.6268611,0.17983888,1.32055,69.72448,238.80282000000003,77.8800879,15.6,0.15
28654,Erincolfax,58600,2.3998648,0.06619004,2.85087,229.9067,181.57119,185.3038966,15.4,0.15
28655,Doreencurtin,58600,2.3508254,0.04927661,5.28763,223.97552,205.50383,225.7695207,15.0,0.15
28656,Briandempsey,58600,2.2147545,0.08205529,1.39294,88.93899,335.98868,45.6879902,15.6,0.15
28659,Derbes,58600,2.5900961,0.15725718,3.79779,111.72576,173.36458000000005,138.0666975,14.8,0.15
28660,Jimdickens,58600,2.9366905,0.09413604,1.96941,151.67845,177.08371,161.08192549999995,14.4,0.15
28661,Ericduran,58600,2.538202,0.06352152,1.64668,85.12501,66.84141,298.0644375,14.3,0.15
28663,Maryellenfay,58600,2.2140712,0.14009718,2.24614,112.90045,219.62883,165.1622019,15.4,0.15
28664,Theresafultz,58600,2.8910288,0.08114826,2.75217,201.60313,145.16971,175.0762577,14.8,0.15
28665,Trudygessler,58600,2.3416039,0.15811816,2.70871,264.46164,146.43594,256.114728,15.4,0.15
28666,Whithagins,58600,2.7863348,0.1170057,4.20292,295.28468,42.64321,272.1323684,15.2,0.15
28668,Bradhelsel,58600,2.2148496,0.0825975,2.779,339.37658,204.16276,298.5862736,16.1,0.15
28671,Karolhiggins,58600,2.318101,0.08603481,5.7160199999999985,36.57784,183.13162,129.7452689,14.6,0.15
28672,Valholmes,58600,2.3031894,0.13688393,2.84714,136.57295,190.17566,54.8348071,14.9,0.15
28674,Suejohnston,58600,3.0609147,0.15621061,1.56794,161.71986,141.85523999999995,125.1766457,14.4,0.15
28675,Bethkoester,58600,2.2273376,0.17811834,5.40431,17.703470000000006,22.695120000000006,65.9912284,15.1,0.15
28676,Laurakowalski,58600,2.2395664,0.07533046,1.89885,223.03944,234.86169,347.6496297,14.9,0.15
28677,Lindquester,58600,2.3692126,0.06232416,4.23114,193.42795,196.17326,259.4546074,14.5,0.15
28679,Sandralitvin,58600,2.3812932,0.14281823,3.1465400000000003,166.36497,46.19841,63.318048,15.2,0.15
28680,Loseke,58600,2.486854,0.16239126,1.43071,2.14163,317.27422,218.30210730000005,15.0,0.15
28681,Newhams,58600,2.6078162,0.04626199,4.32479,120.22683,26.3471,248.0308352,14.5,0.15
28682,Victorostrik,58600,2.7404829,0.08097891,3.6188,355.22077,21.84194,270.51399460000005,14.6,0.15
28685,Tamsenprofit,58600,2.5560012,0.08343182,1.46815,344.69334,210.6734,252.5622459,14.7,0.15
28686,Reginareals,58600,2.926312,0.08701068,2.87014,251.38038,54.23536,206.2411882,14.6,0.15
28687,Diannerister,58600,2.7499485,0.0420718,7.77301,203.10643,39.26542,36.42464260000001,14.5,0.15
28688,Rohrback,58600,2.7743196,0.10743542,3.735230000000001,138.35853999999998,196.83004,295.331428,15.1,0.15
28689,Beshellem,58600,2.4284778,0.19558697,2.20926,307.40538,68.61997,220.1343074,14.8,0.15
28691,Chanleysmall,58600,2.9034972,0.0664239,2.2307,306.35757,34.68627,179.9252114,14.4,0.15
28694,Zwanzig,58600,2.3784235,0.0943147,4.88155,322.09332,33.9257,264.837578,15.5,0.15
28696,Eitanacks,58600,2.7948933,0.04451539,4.88699,12.50601,115.33562,99.0256155,14.5,0.15
28697,Aakshi,58600,2.3949965,0.10501251,6.853860000000001,352.43126,163.12191,90.4034743,14.7,0.15
28699,Balachandar,58600,2.2994515,0.12849726,6.0789800000000005,268.13851,112.65653,350.4102063,14.6,0.15
28704,Michaelbecker,58600,2.5144219,0.1150604,7.19387,348.74434,120.34284,5.925879599999999,14.8,0.15
28706,Drewbecker,58600,2.8825421,0.0415245,1.18733,68.46654000000001,224.46673,238.4678583,15.3,0.15
28709,Rebeccab,58600,2.401728,0.11928623,5.032019999999998,132.91647,240.56129,215.852974,14.7,0.15
28710,Emmaburnett,58600,2.380804,0.10902944,3.7104,322.28611,232.57045,64.74099,15.4,0.15
28711,Elizabethcorn,58600,2.8783889,0.13781583,2.7456400000000003,236.02898,71.40386,227.8661206,14.3,0.15
28713,Gandall,58600,2.2562462,0.18853437,3.3199300000000003,254.80971,68.34196999999999,118.6804351,14.6,0.15
28714,Garimella,58600,2.7901313,0.05452716,2.7368900000000003,170.67632,122.46232,306.9067415,15.1,0.15
28715,Calebgonser,58600,2.3371223,0.14043887,7.5792899999999985,247.96955,53.16189,36.3076898,14.5,0.15
28717,Rivergrace,58600,2.2808582,0.15677341,7.309830000000002,332.79619,6.86274,69.10513490000001,15.2,0.15
28718,Sahoolahan,58600,2.3888694,0.12694112,2.13415,30.781270000000006,119.55432,102.6579637,15.4,0.15
28719,Krystalrose,58600,2.5386238,0.1522197,3.48456,87.63814,148.52402,234.892056,14.7,0.15
28721,Dhruviyer,58600,2.407637,0.13936002,4.88165,75.81385,89.90814,69.5013163,14.9,0.15
28722,Cameronjones,58600,2.3106791,0.12378663,4.74917,283.37481,142.35647,291.0015835,15.1,0.15
28725,Kailey-Steiner,58600,2.6726622,0.07281845,3.99502,272.70629,41.19143,23.6500217,14.7,0.15
28728,Moivre,58600,2.2442606,0.10829377,3.55495,242.89357,195.03018,5.7947974,16.2,0.15
28731,Rheakamat,58600,2.4263852,0.15847684,6.44979,168.56771,162.01903,277.1114568,14.5,0.15
28733,Austinmccoy,58600,2.2905433,0.09850795,7.401089999999999,38.3147,78.40342,265.0735842,15.1,0.15
28736,Mohindra,58600,2.438407,0.09561889,6.8021600000000015,105.49961,129.44966000000002,342.843477,14.7,0.15
28737,Carolinolan,58600,2.4118627,0.09658491,6.12823,179.30888000000004,162.68925,269.97476780000005,14.9,0.15
28738,Julisauer,58600,2.8129923,0.14997673,7.99385,65.7789,150.0624,10.025013,14.5,0.15
28739,Nathansperry,58600,2.7423455,0.03518078,6.5617100000000015,336.52075,115.52837,189.8100832,14.4,0.15
28741,Hannahsteele,58600,2.3941893,0.08728284,7.13362,5.41789,96.99502,168.6503695,14.4,0.15
28746,Swintosky,58600,2.8597845,0.05164498,2.04405,309.30374,6.2429,232.1230752,15.3,0.15
28749,Brennawallin,58600,2.2987971,0.13354262,3.67485,169.19959,179.59421,24.2546646,15.8,0.15
28756,Seanweber,58600,3.181974,0.17805015,2.22483,112.18579,142.01567,104.7491443,14.7,0.15
28758,Joshwentzel,58600,2.5266564,0.06190465,3.63989,64.86243,65.88435,347.3357429,14.9,0.15
28759,Grantwomble,58600,2.5242843,0.021883,7.80611,357.82093,222.69301,266.0459885,14.9,0.15
28764,Katherinewu,58600,2.2546477,0.11871275,1.64881,286.50931,44.92632,129.519946,14.8,0.15
28765,Monge,58600,3.0734913,0.16971421,2.47379,223.11804,73.67878,143.2011145,13.5,0.15
28769,Sarahrines,58600,2.7887296,0.06615326,7.109939999999999,198.26493,130.27159,287.2104495000001,14.8,0.15
28777,Michdelucia,58600,2.7929368,0.03352103,4.58927,141.29703999999995,54.88531999999999,40.1762205,14.8,0.15
28778,Acthieke,58600,2.2928126,0.16326271,2.95871,290.52619,69.75907,42.7846834,15.2,0.15
28779,Lisadeaver,58600,2.3032897,0.17878107,1.25693,110.42029,256.54268,24.1747521,15.5,0.15
28780,Timothylohr,58600,3.0127554,0.10463089,1.35826,182.22094,196.33692,77.34391120000002,14.4,0.15
28781,Mechling,58600,2.2351691,0.06052014,4.7675,257.59044,199.50888,6.934607400000001,15.8,0.15
28783,Deringer,58600,2.8693045,0.06629443,2.95071,343.07974,57.26314,154.7105555,14.0,0.15
28784,Woodjohn,58600,2.5854939,0.04072291,1.18023,171.2083,135.49095,131.5090482,14.4,0.15
28786,Peterpinko,58600,2.5588288,0.10796733,4.24379,255.35023,76.51297,144.5261961,14.5,0.15
28799,Speth,58600,2.3158562,0.16365275,8.16947,225.40846,191.08499,302.5009024,14.5,0.15
28800,Maryanderson,58600,2.3429721,0.12165791,4.55061,263.52613,128.31583,302.4922798,14.8,0.15
28801,Boborino,58600,2.3399302,0.11460344,5.02435,82.59225,317.86842,273.28599260000004,14.6,0.15
28802,Roe,58600,2.5646541,0.09075038,15.7426,293.7871600000001,117.19033,27.5930105,14.7,0.15
28806,Lisawaller,58600,2.2396591,0.11407304,5.0700400000000005,353.8658700000001,44.86863,72.8208623,15.8,0.15
28807,Ananthnarayan,58600,2.6029185,0.05702298,4.26295,31.43444,344.88259,37.8099268,14.9,0.15
28809,Suchandler,58600,2.7935158,0.05545731,5.16956,144.87626,172.37167,293.3681594,14.7,0.15
28812,Jeffreykurtz,58600,3.051327,0.11630668,2.47712,215.76571,122.55852,108.4424166,14.3,0.15
28815,Kimneville,58600,2.4082388,0.14406659,3.14384,68.92771,97.00655,76.22659909999999,15.1,0.15
28816,Simoneflood,58600,2.4219916,0.07772939,3.16982,321.33753,291.27309,340.3050294,14.5,0.15
28817,Kellyryan,58600,2.2624863,0.15081515,5.34607,54.44538000000001,317.01823,57.6907496,14.5,0.15
28818,Karinritchey,58600,2.3244375,0.15784212,6.43181,23.04575,317.04577,15.1679054,14.4,0.15
28819,Sylrobertson,58600,2.3018467,0.04359375,8.99726,89.84352,359.6826,283.8874622,15.4,0.15
28820,Harryanselmo,58600,2.2238159,0.11393422,5.0824,60.95066,353.85179,62.0205519,14.8,0.15
28821,Angelabarker,58600,2.6690625,0.10331214,1.39408,13.33157,319.20741,29.5591401,15.8,0.15
28822,Archibald,58600,2.575247,0.10505063,7.3875199999999985,48.55517,278.73309,121.4795743,14.6,0.15
28823,Marlablair,58600,3.0979435,0.09892698,4.53677,255.96254,286.25661,207.7456846,14.4,0.15
28824,Bryangoehring,58600,2.6817604,0.12845268,6.69711,148.16092,249.74722000000003,305.1035647,14.1,0.15
28827,Aalamiharandi,58600,2.4299488,0.14335382,3.70912,120.49823,351.18619,104.0616221,14.6,0.15
28828,Abelsky,58600,2.5104986,0.1833648,3.87016,336.44742,14.67311,173.1070512,14.8,0.15
28830,Abu-Alshaikh,58600,2.7571392,0.02993886,3.83985,145.55381,239.19965,260.3784967,14.5,0.15
28831,Akana,58600,2.9574676,0.06189211,3.5134800000000004,41.42461,46.31586,44.0119469,14.5,0.15
28832,Arunachalam,58600,2.8415314,0.01475068,2.66405,32.31759,46.1192,134.05742450000002,15.0,0.15
28835,Ashmore,58600,2.3333061,0.1575621,2.72472,104.91856,252.22839,5.0953861,15.3,0.15
28836,Nibalachandar,58600,2.6355569,0.10362139,3.18828,113.52468,249.75084,34.0063652,14.9,0.15
28840,Kelseybarter,58600,2.6791192,0.15400469,0.63048,345.76556,77.20829,284.0552696000001,14.8,0.15
28841,Bhowmik,58600,2.9073909,0.07397027,1.18599,137.56246000000002,234.33528,163.1277497,14.7,0.15
28847,Nicolemarie,58600,2.9311288,0.09117393,2.97742,1.00426,49.95115,104.6465239,14.2,0.15
28850,Londonbolsius,58600,2.4839818,0.0430269,5.30921,303.54001,183.47147,44.9943712,14.2,0.15
28851,Westonbraun,58600,2.6259859,0.09149225,3.84063,343.30858,192.42646,213.1372519,14.1,0.15
28852,Bukhamsin,58600,2.9024605,0.02157503,3.17754,193.43124,114.30485,230.7154247,14.4,0.15
28853,Budisteanu,58600,2.2802683,0.12796684,7.04166,51.65844,101.75686,252.2090749,14.6,0.15
28854,Burchell,58600,2.3075371,0.07420167,4.48126,335.13662,133.06763,273.13949130000003,14.4,0.15
28859,Cappelletto,58600,2.6808913,0.04628676,1.9812,336.65883,327.5,47.652193200000006,14.5,0.15
28865,Chakraborty,58600,2.3667972,0.11721174,9.4045,351.77918,122.86839,181.8813948,14.7,0.15
28867,Rianchandra,58600,2.7121874,0.09055228,4.02149,151.2627,242.90298,297.88187410000006,14.4,0.15
28868,Chaubal,58600,2.6286025,0.07921979,3.88442,311.26659,158.13351,270.93291150000005,14.7,0.15
28873,Michaelchen,58600,2.4292958,0.15519283,1.83071,224.06275,223.87488,142.20245730000005,15.0,0.15
28877,Segner,58600,2.5810594,0.19457524,0.39322,48.23384,319.52229,92.18779659999998,14.7,0.15
28893,Ryanchung,58600,2.4769778,0.11515935,5.03385,205.10756,181.14847,181.7308839,14.3,0.15
28915,Logancollins,58600,2.2590845,0.14005053,7.2899699999999985,198.91818,125.66834,192.7762872,15.4,0.15
28916,Zacollins,58600,3.0658822,0.16179077,2.6989400000000003,268.09602,141.84628999999995,111.32258629999998,14.3,0.15
28923,Jennanncsele,58600,2.5279632,0.129368,1.11266,101.80282,328.21065,166.3667721,14.8,0.15
28933,Meagancurrie,58600,2.8814167,0.0834701,2.41493,225.37274,178.3036,265.8339154,14.4,0.15
28934,Kevincyr,58600,2.3195447,0.11210727,4.52035,241.29006,115.53597,114.4870633,15.1,0.15
28935,Dalapati,58600,2.676308,0.10143063,4.99632,165.81971,240.72135,60.1342159,14.4,0.15
28941,Yennydieguez,58600,3.0875012,0.12652567,1.42498,178.1309,295.67978,98.59321690000002,14.4,0.15
28944,Taideding,58600,2.4773715,0.19016244,1.63354,351.7793700000001,340.98094,326.662094,15.3,0.15
28947,Disalvo,58600,2.5458124,0.07963735,6.8946,153.73536,163.34157,299.74077989999995,14.8,0.15
28949,Ailisdooner,58600,3.0132739,0.0569193,8.877130000000003,278.2229,326.71167,347.3411377,14.4,0.15
28951,Ericepstein,58600,2.3795227,0.17174518,1.44793,219.30528,245.81263,347.3230038000001,14.9,0.15
28952,Hollyerickson,58600,2.6269308,0.13309920000000006,2.41173,124.21464,243.02309,186.6773889,15.2,0.15
28953,Feiyiou,58600,2.6079745,0.14747189,2.22778,299.23515,115.30639,159.56676000000004,14.5,0.15
28954,Kaliadeborah,58600,2.3382294,0.12613558,1.60506,316.34222,267.82985,299.5363308000001,16.0,0.15
28956,Danielfulop,58600,2.3496349,0.19470217,3.2848900000000003,102.61972,115.61821,341.5763436000001,15.4,0.15
28962,Tamyiu,58600,2.3838122,0.16480085,2.30271,47.59224,190.68271,304.2035246000001,15.4,0.15
28965,Yuyingshih,58600,3.2172243,0.03452757,22.61396,72.32930999999998,86.25288,118.81687340000002,13.1,0.15
28966,Gerhardter,58600,2.209675,0.17405057,6.78012,266.52086,67.18034,98.9341258,15.1,0.15
28967,Gongmiaoxin,58600,2.7402885,0.12842624,2.24262,248.04354,357.70475,338.4593725000001,15.0,0.15
28977,Ixion,58600,39.7912527,0.24347342,19.57756,298.21507,70.98836,287.0808353,3.6,0.15
28979,Chowyunfat,58600,2.2862001,0.19229145,6.39126,290.73283,107.91799,327.44361539999994,14.9,0.15
28982,Omergranek,58600,2.247955,0.14373705,6.54537,78.61005,216.41297000000003,111.526749,15.5,0.15
29052,Muskau,58600,3.9211887,0.07230433,2.30544,56.75082,72.24248,187.6099812,13.7,0.15
29079,Astrocourier,58600,3.1533074,0.18564912,18.15246,23.911620000000006,1.40211,56.0462152,12.5,0.15
29080,Krymradio,58600,2.4339543,0.19849656,2.21931,308.2259,63.32725,252.1051262,14.9,0.15
29084,Sethanne,58600,2.7006463,0.0690793,3.89043,286.5189299999999,47.59437,352.4292137,14.6,0.15
29121,Vasadze,58600,2.4593295,0.21581362,5.92914,47.34588,6.74402,180.9249474,14.2,0.15
29124,Kyivphysfak,58600,2.2653473,0.13715822,6.2286,41.65735,65.2445,7.191231599999999,14.5,0.15
29131,Bradpitt,58600,2.543737,0.25164035,5.46566,344.05764,142.64985,337.770891,14.9,0.15
29132,Vargas,58600,2.6389899,0.1702635,14.01046,125.1258,137.53575,141.2832856,13.9,0.15
29136,Alanboss,58600,2.293026,0.22005199,24.95763,169.13337,215.0416,32.8503738,15.2,0.15
29145,McHone,58600,2.3992561,0.24315363,23.62854,203.81493,333.88338,126.112517,14.2,0.15
29147,Palzer,58600,3.2357666,0.17133546,3.72491,191.44965,118.91995,60.1662394,13.4,0.15
29156,Higashinihon,58600,2.2943748,0.10716909,6.2323,87.78265999999998,36.95928,278.0462293,14.4,0.15
29184,Reich,58600,3.0954355,0.22208358,17.36179,60.36387,38.39284,45.8156424,13.1,0.15
29185,Lake,Tekapo,58600,2.4106683,0.05348618,7.2888600000000014,99.70194,52.31318,113.7786401,14.3
29186,Lemonnier,58600,3.1555178,0.16072322,7.283519999999998,286.6486700000001,89.43030999999998,40.40396060000001,13.5,0.15
29188,Udinsk,58600,3.110712,0.23663836,9.97934,296.7308700000001,67.02694,82.525494,12.9,0.15
29192,Dolphyn,58600,3.1602483,0.15965304,14.4412,102.65367,85.23384,271.02934680000004,13.5,0.15
29195,Dius,58600,5.2563826,0.05216802,3.85323,39.64675,67.64129,82.58285790000002,11.9,0.15
29196,Gleim,58600,2.4601873,0.17619786,0.06826,183.12041,284.0644200000001,130.3900887,15.0,0.15
29197,Weathers,58600,2.5997247,0.10109683,16.57826,161.2459,91.16177,180.5223968,13.2,0.15
29198,Himeji,58600,2.549144,0.05164951,13.66848,348.72517,4.67611,138.7696782,13.1,0.15
29202,Schnitger,58600,2.6055673,0.14353110000000002,4.46214,71.07276,64.57512,288.132087,15.2,0.15
29203,Ladegast,58600,2.5522345,0.06020854,9.19562,1.7568099999999998,184.3342,327.429882,14.6,0.15
29207,Halorentz,58600,2.2379113,0.19484302,4.31093,82.9806,229.21559,122.337879,15.8,0.15
29209,Robertbrown,58600,2.8109549,0.16991112,12.73641,83.70002,319.57382,252.5072422,13.8,0.15
29211,Zeeman,58600,2.8827256,0.04911168,2.31122,270.38658,31.66833,285.35405110000005,14.3,0.15
